product_id,product_name,category,brand,price,stock
PROD00047,Luxury Smartwatch,All Mobile & Accessories - Smartwatches,ShinyStyle,9850.05,253
PROD00048,Brogues,Men Footwear - Formal Shoes,ComfyHome,1516.08,190
PROD00049,Dumbbells,Sports - Fitness Equipment,MobileGear,9358.37,97
PROD00050,Slip-Ons,Men Footwear - Casual Shoes,Beautique,6003.72,163
PROD00051,Face Wash,Beauty & Personal Care - Skincare,ComfyHome,8265.02,359
PROD00052,Table Lamp,Home Decor - Lighting,Beautique,3282.61,37
PROD00053,Baby T-Shirt,Kids - Baby Clothing,ShinyStyle,4720.82,389
PROD00054,Electric Kettle,Home - Kitchen Appliances,FashionFusion,9584.09,392
PROD00055,Robot Vacuum,Home - Vacuum Cleaners,PlayfulKids,6853.57,233
PROD00056,Face Wash,Beauty & Personal Care - Skincare,BoldTrends,5208.2,10
PROD00057,Building Blocks,Kids - Toys,ShinyStyle,3821.11,74
PROD00058,Protein Powder,Health & Wellness - Supplements,DecorMania,7891.33,108
PROD00059,Lipstick,Beauty & Personal Care - Makeup,TechZen,7370.68,168
PROD00060,Flip Cover,All Mobile & Accessories - Mobile Cases & Covers,TrendyWear,2541.77,437
PROD00061,Wooden Table,Home Decor - Furniture,PlayfulKids,8676.88,121
PROD00062,Hiking Backpack,Sports - Outdoor Gear,DecorMania,4014.49,446
PROD00063,Digital Watch,Men Accessories - Watches,TechZen,6322.18,405
PROD00064,Magnetic Holder,All Mobile & Accessories - Mobile Holders,ElegantChoice,8168.34,473
PROD00065,Chandelier,Home Decor - Lighting,Beautique,9226.35,425
PROD00066,Sleeping Bag,Sports - Outdoor Gear,HealthWise,3874.74,334
PROD00067,Dumbbells,Sports - Fitness Equipment,DecorMania,9108.36,227
PROD00068,Baby Pajamas,Kids - Baby Clothing,UrbanChic,1333.59,183
PROD00069,Office Chair,Home Decor - Furniture,PlayfulKids,3003.6,47
PROD00070,Clutch Bag,Women Accessories - Handbags,Meesho Originals,8519.56,359
PROD00071,Baby Pajamas,Kids - Baby Clothing,TechZen,1676.56,80
PROD00072,Action Figures,Kids - Toys,TrendyWear,6262.86,45
PROD00073,Digital Watch,Men Accessories - Watches,Beautique,4742.54,14
PROD00074,Luxury Smartwatch,All Mobile & Accessories - Smartwatches,ShinyStyle,5929.35,318
PROD00075,Treadmill,Sports - Fitness Equipment,BoldTrends,6331.04,301
PROD00076,Omega-3 Capsules,Health & Wellness - Supplements,BoldTrends,2509.02,188
PROD00077,Georgette Saree,Women Fashion - Sarees,ElegantChoice,7237.65,432
PROD00078,Luxury Watch,Men Accessories - Watches,SmartFit,3087.56,28
PROD00079,Table Lamp,Home Decor - Lighting,FreshGlow,5118.49,65
PROD00080,Car Mount Holder,All Mobile & Accessories - Mobile Holders,UrbanChic,7232.82,186
PROD00081,Tote Bag,Women Accessories - Handbags,ElegantChoice,6976.27,465
PROD00082,Magnetic Holder,All Mobile & Accessories - Mobile Holders,HomeEase,8308.63,430
PROD00083,Monk Straps,Men Footwear - Formal Shoes,SmartFit,474.85,93
PROD00084,Baby Romper,Kids - Baby Clothing,ActiveGear,653.87,150
PROD00085,Camping Tent,Sports - Outdoor Gear,SportEdge,5988.38,245
PROD00086,Face Serum,Beauty & Personal Care - Skincare,ActiveGear,6416.9,390
PROD00087,Blender,Home - Kitchen Appliances,TechZen,3815.69,232
PROD00088,Handheld Vacuum,Home - Vacuum Cleaners,TechZen,5178.25,445
PROD00089,Baby Romper,Kids - Baby Clothing,HomeEase,8373.56,250
PROD00090,Baby Socks,Kids - Baby Clothing,TrendyWear,8760.66,130
PROD00091,Cordless Vacuum,Home - Vacuum Cleaners,FashionFusion,6061.24,21
PROD00092,Blush,Beauty & Personal Care - Makeup,ShinyStyle,5127.44,36
PROD00093,Sling Bag,Women Accessories - Handbags,Beautique,9124.6,479
PROD00094,Sleeping Bag,Sports - Outdoor Gear,WellnessHub,2676.39,238
PROD00095,Straight Kurti,Women Fashion - Kurtis,LuxuryLine,9927.51,499
PROD00096,Baby Pajamas,Kids - Baby Clothing,ToyLand,7847.75,343
PROD00097,Yoga Strap,Health & Wellness - Yoga Accessories,FreshGlow,7919.38,213
PROD00098,Yoga Bolster,Health & Wellness - Yoga Accessories,ShinyStyle,9333.94,353
PROD00099,Calcium Tablets,Health & Wellness - Supplements,PowerSport,6113.15,50
PROD00100,Treadmill,Sports - Fitness Equipment,MobileGear,985.1,63
PROD00101,Sofa Set,Home Decor - Furniture,HealthWise,1367.14,316
PROD00102,Canvas Shoes,Men Footwear - Casual Shoes,LuxuryLine,4999.76,71
PROD00103,iOS Phone,All Mobile & Accessories - Smartphones,MobileGear,6512.73,12
PROD00104,Plush Toys,Kids - Toys,ElegantChoice,4234.63,336
PROD00105,Canister Vacuum,Home - Vacuum Cleaners,SmartFit,5671.45,116
PROD00106,Resistance Bands,Sports - Fitness Equipment,Beautique,7691.05,265
PROD00107,Oxford Shoes,Men Footwear - Formal Shoes,PowerSport,4006.42,368
PROD00108,Protein Powder,Health & Wellness - Supplements,DecorMania,4485.42,169
PROD00109,Android Phone,All Mobile & Accessories - Smartphones,ComfyHome,6725.19,31
PROD00110,iOS Phone,All Mobile & Accessories - Smartphones,HomeEase,5115.97,371
PROD00111,Baby Socks,Kids - Baby Clothing,Beautique,7728.48,239
PROD00112,Luxury Smartwatch,All Mobile & Accessories - Smartwatches,FootMate,4124.93,58
PROD00113,Straight Kurti,Women Fashion - Kurtis,SmartFit,6481.5,8
PROD00114,Monk Straps,Men Footwear - Formal Shoes,TrendyWear,768.57,26
PROD00115,Robot Vacuum,Home - Vacuum Cleaners,PlayfulKids,5446.16,10
PROD00116,Calcium Tablets,Health & Wellness - Supplements,DecorMania,6106.78,477
PROD00117,Flip Cover,All Mobile & Accessories - Mobile Cases & Covers,DecorMania,1848.39,191
PROD00118,Monk Straps,Men Footwear - Formal Shoes,PowerSport,7944.08,66
PROD00119,Action Figures,Kids - Toys,ComfyHome,349.04,106
PROD00120,Silk Saree,Women Fashion - Sarees,WellnessHub,5842.36,366
PROD00121,Blush,Beauty & Personal Care - Makeup,TrendyWear,931.65,83
PROD00122,Sunscreen,Beauty & Personal Care - Skincare,Beautique,9796.97,428
PROD00123,Blender,Home - Kitchen Appliances,LuxuryLine,3456.26,440
PROD00124,Sleeping Bag,Sports - Outdoor Gear,ActiveGear,6068.42,182
PROD00125,Wooden Table,Home Decor - Furniture,LuxuryLine,3685.29,288
PROD00126,Loafers,Men Footwear - Casual Shoes,TrendyWear,4493.77,397
PROD00127,Monk Straps,Men Footwear - Formal Shoes,ElegantChoice,694.15,423
PROD00128,Baby Pajamas,Kids - Baby Clothing,DecorMania,5601.21,274
PROD00129,Car Mount Holder,All Mobile & Accessories - Mobile Holders,LuxuryLine,6839.56,456
PROD00130,Yoga Strap,Health & Wellness - Yoga Accessories,PowerSport,2826.68,302
PROD00131,Baby Pajamas,Kids - Baby Clothing,ToyLand,3193.45,401
PROD00132,Straight Kurti,Women Fashion - Kurtis,LuxuryLine,236.77,491
PROD00133,Baby Romper,Kids - Baby Clothing,HealthWise,9412.68,145
PROD00134,Digital Watch,Men Accessories - Watches,ShinyStyle,5775.16,35
PROD00135,Baby T-Shirt,Kids - Baby Clothing,ElegantChoice,6267.96,272
PROD00136,Electric Kettle,Home - Kitchen Appliances,ComfyHome,8583.65,106
PROD00137,Handheld Vacuum,Home - Vacuum Cleaners,UrbanChic,2990.97,123
PROD00138,Meditation Cushion,Health & Wellness - Yoga Accessories,FreshGlow,2208.42,262
PROD00139,Anarkali Kurti,Women Fashion - Kurtis,TechZen,2413.56,201
PROD00140,Monk Straps,Men Footwear - Formal Shoes,ElegantChoice,2350.32,83
PROD00141,Tabletop Holder,All Mobile & Accessories - Mobile Holders,UrbanChic,7876.13,0
PROD00142,Chandelier,Home Decor - Lighting,FashionFusion,8593.35,271
PROD00143,Dumbbells,Sports - Fitness Equipment,ElegantChoice,3205.65,124
PROD00144,Sleeping Bag,Sports - Outdoor Gear,TrendyWear,2065.64,204
PROD00145,Calcium Tablets,Health & Wellness - Supplements,Meesho Originals,2219.81,297
PROD00146,Derby Shoes,Men Footwear - Formal Shoes,TrendyWear,6490.4,246
PROD00147,Sleeping Bag,Sports - Outdoor Gear,ElegantChoice,5119.67,85
PROD00148,Face Serum,Beauty & Personal Care - Skincare,TrendyWear,2590.83,424
PROD00149,Canvas Shoes,Men Footwear - Casual Shoes,Meesho Originals,2365.67,264
PROD00150,Meditation Cushion,Health & Wellness - Yoga Accessories,HealthWise,6948.36,477
PROD00151,Luxury Smartwatch,All Mobile & Accessories - Smartwatches,ActiveGear,6614.28,127
PROD00152,Yoga Block,Health & Wellness - Yoga Accessories,LuxuryLine,6277.32,120
PROD00153,Smartwatch,Men Accessories - Watches,SmartFit,8682.67,375
PROD00154,Sofa Set,Home Decor - Furniture,TrendyWear,9097.94,101
PROD00155,Tabletop Holder,All Mobile & Accessories - Mobile Holders,UrbanChic,5914.61,442
PROD00156,Leather Handbag,Women Accessories - Handbags,ToyLand,4965.53,429
PROD00157,Omega-3 Capsules,Health & Wellness - Supplements,ToyLand,3220.62,393
PROD00158,Tote Bag,Women Accessories - Handbags,FashionFusion,8930.7,299
PROD00159,Oxford Shoes,Men Footwear - Formal Shoes,Meesho Originals,4276.83,25
PROD00160,Chiffon Saree,Women Fashion - Sarees,TrendyWear,6542.2,169
PROD00161,Flared Kurti,Women Fashion - Kurtis,SportEdge,2862.47,352
PROD00162,Loafers,Men Footwear - Casual Shoes,HealthWise,650.66,418
PROD00163,Hard Case,All Mobile & Accessories - Mobile Cases & Covers,PowerSport,1135.32,141
PROD00164,Android Phone,All Mobile & Accessories - Smartphones,TrendyWear,3144.94,220
PROD00165,Microwave Oven,Home - Kitchen Appliances,WellnessHub,326.61,210
PROD00166,Budget Smartphone,All Mobile & Accessories - Smartphones,FashionFusion,9168.52,239
PROD00167,Leather Handbag,Women Accessories - Handbags,MobileGear,3927.67,146
PROD00168,Canister Vacuum,Home - Vacuum Cleaners,HealthWise,7053.51,371
PROD00169,Resistance Bands,Sports - Fitness Equipment,TrendyWear,923.53,467
PROD00170,Tote Bag,Women Accessories - Handbags,UrbanChic,3836.37,315
PROD00171,Budget Smartphone,All Mobile & Accessories - Smartphones,ActiveGear,6028.77,465
PROD00172,Electric Kettle,Home - Kitchen Appliances,WellnessHub,306.21,270
PROD00173,Straight Kurti,Women Fashion - Kurtis,FootMate,4567.54,397
PROD00174,Silicon Cover,All Mobile & Accessories - Mobile Cases & Covers,ShinyStyle,9946.59,104
PROD00175,Magnetic Holder,All Mobile & Accessories - Mobile Holders,DecorMania,9539.66,258
PROD00176,Luxury Smartwatch,All Mobile & Accessories - Smartwatches,PowerSport,8721.96,418
PROD00177,Android Phone,All Mobile & Accessories - Smartphones,Beautique,9597.47,188
PROD00178,Electric Kettle,Home - Kitchen Appliances,Beautique,3477.54,52
PROD00179,Sling Bag,Women Accessories - Handbags,DecorMania,3928.33,321
PROD00180,Cotton Saree,Women Fashion - Sarees,ShinyStyle,2621.78,486
PROD00181,A-Line Kurti,Women Fashion - Kurtis,Meesho Originals,3851.51,197
PROD00182,Gaming Smartphone,All Mobile & Accessories - Smartphones,SportEdge,6017.06,297
PROD00183,Yoga Strap,Health & Wellness - Yoga Accessories,FreshGlow,5127.39,384
PROD00184,Sling Bag,Women Accessories - Handbags,TrendyWear,2850.44,47
PROD00185,Resistance Bands,Sports - Fitness Equipment,TechZen,9428.47,63
PROD00186,Lipstick,Beauty & Personal Care - Makeup,UrbanChic,2272.38,388
PROD00187,Plush Toys,Kids - Toys,ComfyHome,8045.47,373
PROD00188,Straight Kurti,Women Fashion - Kurtis,FreshGlow,5653.31,68
PROD00189,Protein Powder,Health & Wellness - Supplements,SportEdge,6235.23,181
PROD00190,Dumbbells,Sports - Fitness Equipment,PlayfulKids,4337.19,436
PROD00191,Mixer Grinder,Home - Kitchen Appliances,Meesho Originals,9601.09,189
PROD00192,Plush Toys,Kids - Toys,PowerSport,1304.68,246
PROD00193,A-Line Kurti,Women Fashion - Kurtis,HealthWise,1540.55,34
PROD00194,Face Wash,Beauty & Personal Care - Skincare,HealthWise,6388.09,477
PROD00195,Straight Kurti,Women Fashion - Kurtis,BoldTrends,3851.81,364
PROD00196,Sling Bag,Women Accessories - Handbags,ShinyStyle,7286.02,219
PROD00197,Baby T-Shirt,Kids - Baby Clothing,BoldTrends,2754.1,291
PROD00198,Trekking Poles,Sports - Outdoor Gear,MobileGear,3184.82,310
PROD00199,Bookshelf,Home Decor - Furniture,TrendyWear,6809.55,190
PROD00200,Slip-Ons,Men Footwear - Casual Shoes,Meesho Originals,6725.83,42
PROD00201,Tabletop Holder,All Mobile & Accessories - Mobile Holders,ActiveGear,8679.7,429
PROD00202,Oxford Shoes,Men Footwear - Formal Shoes,PlayfulKids,4046.76,472
PROD00203,Luxury Watch,Men Accessories - Watches,HomeEase,9032.88,36
PROD00204,Plush Toys,Kids - Toys,ActiveGear,1965.41,242
PROD00205,Face Serum,Beauty & Personal Care - Skincare,FootMate,1868.6,220
PROD00206,Moisturizer,Beauty & Personal Care - Skincare,FootMate,2422.18,199
PROD00207,Derby Shoes,Men Footwear - Formal Shoes,PlayfulKids,9264.55,66
PROD00208,Chandelier,Home Decor - Lighting,MobileGear,9346.9,46
PROD00209,Office Chair,Home Decor - Furniture,Meesho Originals,2799.5,113
PROD00210,Tote Bag,Women Accessories - Handbags,FootMate,5172.21,24
PROD00211,Blush,Beauty & Personal Care - Makeup,BoldTrends,2681.49,247
PROD00212,Yoga Block,Health & Wellness - Yoga Accessories,LuxuryLine,8738.65,173
PROD00213,Treadmill,Sports - Fitness Equipment,FootMate,5026.9,250
PROD00214,Bookshelf,Home Decor - Furniture,LuxuryLine,9868.12,296
PROD00215,Sneakers,Men Footwear - Casual Shoes,DecorMania,3487.67,139
PROD00216,Resistance Bands,Sports - Fitness Equipment,ElegantChoice,6806.71,250
PROD00217,Budget Smartphone,All Mobile & Accessories - Smartphones,WellnessHub,2919.22,452
PROD00218,Chiffon Saree,Women Fashion - Sarees,DecorMania,5920.55,320
PROD00219,Baby T-Shirt,Kids - Baby Clothing,BoldTrends,2080.72,41
PROD00220,A-Line Kurti,Women Fashion - Kurtis,ActiveGear,2141.25,278
PROD00221,Slip-Ons,Men Footwear - Casual Shoes,Meesho Originals,4985.45,196
PROD00222,Hard Case,All Mobile & Accessories - Mobile Cases & Covers,SportEdge,5730.04,166
PROD00223,Tabletop Holder,All Mobile & Accessories - Mobile Holders,FreshGlow,7689.04,340
PROD00224,Kids Smartwatch,All Mobile & Accessories - Smartwatches,HomeEase,887.56,95
PROD00225,Camping Tent,Sports - Outdoor Gear,FreshGlow,613.28,12
PROD00226,Hiking Backpack,Sports - Outdoor Gear,FreshGlow,9914.75,464
PROD00227,Face Wash,Beauty & Personal Care - Skincare,ComfyHome,3030.8,124
PROD00228,Camping Tent,Sports - Outdoor Gear,BoldTrends,3423.64,472
PROD00229,Chiffon Saree,Women Fashion - Sarees,DecorMania,4896.33,214
PROD00230,Face Serum,Beauty & Personal Care - Skincare,HomeEase,1871.23,289
PROD00231,Trekking Poles,Sports - Outdoor Gear,WellnessHub,9467.39,461
PROD00232,Canister Vacuum,Home - Vacuum Cleaners,BoldTrends,5965.76,397
PROD00233,Tabletop Holder,All Mobile & Accessories - Mobile Holders,HealthWise,2144.11,235
PROD00234,A-Line Kurti,Women Fashion - Kurtis,Meesho Originals,9625.37,288
PROD00235,Mixer Grinder,Home - Kitchen Appliances,FootMate,3913.18,457
PROD00236,Car Mount Holder,All Mobile & Accessories - Mobile Holders,LuxuryLine,7728.46,308
PROD00237,Silicon Cover,All Mobile & Accessories - Mobile Cases & Covers,ShinyStyle,1799.95,363
PROD00238,Microwave Oven,Home - Kitchen Appliances,BoldTrends,6720.55,97
PROD00239,Canister Vacuum,Home - Vacuum Cleaners,LuxuryLine,3337.57,45
PROD00240,Baby T-Shirt,Kids - Baby Clothing,Meesho Originals,8050.49,443
PROD00241,Protein Powder,Health & Wellness - Supplements,SportEdge,6038.01,173
PROD00242,Office Chair,Home Decor - Furniture,BoldTrends,390.05,484
PROD00243,Oxford Shoes,Men Footwear - Formal Shoes,Meesho Originals,272.22,313
PROD00244,Analog Watch,Men Accessories - Watches,Beautique,6658.48,99
PROD00245,Tabletop Holder,All Mobile & Accessories - Mobile Holders,ElegantChoice,6024.84,406
PROD00246,Yoga Strap,Health & Wellness - Yoga Accessories,TrendyWear,8353.12,91
PROD00247,Wooden Table,Home Decor - Furniture,ShinyStyle,4973.39,221
PROD00248,Loafers,Men Footwear - Casual Shoes,ElegantChoice,4784.51,264
PROD00249,Robot Vacuum,Home - Vacuum Cleaners,UrbanChic,8449.11,249
PROD00250,Digital Watch,Men Accessories - Watches,ToyLand,3628.3,424
PROD00251,Multivitamin,Health & Wellness - Supplements,Beautique,5180.83,233
PROD00252,Anarkali Kurti,Women Fashion - Kurtis,DecorMania,5419.66,471
PROD00253,Derby Shoes,Men Footwear - Formal Shoes,FreshGlow,4986.97,315
PROD00254,Magnetic Holder,All Mobile & Accessories - Mobile Holders,Beautique,9836.34,369
PROD00255,Slip-Ons,Men Footwear - Casual Shoes,ActiveGear,5607.64,79
PROD00256,Handheld Vacuum,Home - Vacuum Cleaners,ToyLand,6258.81,492
PROD00257,Treadmill,Sports - Fitness Equipment,TrendyWear,3267.48,295
PROD00258,Building Blocks,Kids - Toys,FreshGlow,3772.72,201
PROD00259,Blender,Home - Kitchen Appliances,UrbanChic,6130.0,359
PROD00260,Loafers,Men Footwear - Casual Shoes,SmartFit,9578.16,138
PROD00261,Plush Toys,Kids - Toys,HealthWise,989.15,270
PROD00262,Lipstick,Beauty & Personal Care - Makeup,TrendyWear,2977.31,29
PROD00263,Cordless Vacuum,Home - Vacuum Cleaners,BoldTrends,6474.67,397
PROD00264,Microwave Oven,Home - Kitchen Appliances,ToyLand,2264.99,448
PROD00265,Cordless Vacuum,Home - Vacuum Cleaners,TechZen,9081.9,470
PROD00266,Microwave Oven,Home - Kitchen Appliances,ComfyHome,7812.65,368
PROD00267,Hiking Backpack,Sports - Outdoor Gear,ActiveGear,8527.65,218
PROD00268,Car Mount Holder,All Mobile & Accessories - Mobile Holders,UrbanChic,4227.4,350
PROD00269,Transparent Case,All Mobile & Accessories - Mobile Cases & Covers,ElegantChoice,378.14,219
PROD00270,Multivitamin,Health & Wellness - Supplements,FootMate,7541.87,83
PROD00271,Straight Kurti,Women Fashion - Kurtis,SportEdge,9261.33,340
PROD00272,Baby T-Shirt,Kids - Baby Clothing,ShinyStyle,3631.08,34
PROD00273,Resistance Bands,Sports - Fitness Equipment,BoldTrends,3716.14,497
PROD00274,Sleeping Bag,Sports - Outdoor Gear,Meesho Originals,9952.0,428
PROD00275,Georgette Saree,Women Fashion - Sarees,SmartFit,5040.65,183
PROD00276,Table Lamp,Home Decor - Lighting,HomeEase,7168.51,346
PROD00277,Leather Handbag,Women Accessories - Handbags,UrbanChic,5675.98,465
PROD00278,Luxury Watch,Men Accessories - Watches,PowerSport,7371.13,145
PROD00279,Cordless Vacuum,Home - Vacuum Cleaners,HealthWise,5739.02,233
PROD00280,Protein Powder,Health & Wellness - Supplements,BoldTrends,6194.97,210
PROD00281,Smartwatch,Men Accessories - Watches,DecorMania,5136.63,146
PROD00282,Bookshelf,Home Decor - Furniture,HomeEase,4933.34,232
PROD00283,Chandelier,Home Decor - Lighting,FashionFusion,8593.15,116
PROD00284,Puzzle Toys,Kids - Toys,ElegantChoice,3663.61,483
PROD00285,Action Figures,Kids - Toys,PlayfulKids,5142.88,469
PROD00286,Smartwatch,Men Accessories - Watches,TechZen,1000.63,460
PROD00287,Straight Kurti,Women Fashion - Kurtis,PlayfulKids,8998.53,320
PROD00288,Chandelier,Home Decor - Lighting,ToyLand,3052.06,280
PROD00289,Slip-Ons,Men Footwear - Casual Shoes,PowerSport,8143.88,58
PROD00290,Budget Smartphone,All Mobile & Accessories - Smartphones,FreshGlow,4325.11,346
PROD00291,Analog Watch,Men Accessories - Watches,Meesho Originals,9984.56,437
PROD00292,Camping Tent,Sports - Outdoor Gear,SmartFit,5547.24,264
PROD00293,Silk Saree,Women Fashion - Sarees,WellnessHub,7680.33,80
PROD00294,LED Lamp,Home Decor - Lighting,FootMate,9710.21,224
PROD00295,Foundation,Beauty & Personal Care - Makeup,DecorMania,2516.69,313
PROD00296,Chandelier,Home Decor - Lighting,BoldTrends,6791.75,256
PROD00297,Face Serum,Beauty & Personal Care - Skincare,FreshGlow,1420.78,49
PROD00298,Silk Saree,Women Fashion - Sarees,SmartFit,9409.23,389
PROD00299,Digital Watch,Men Accessories - Watches,DecorMania,9795.62,190
PROD00300,Magnetic Holder,All Mobile & Accessories - Mobile Holders,PlayfulKids,7601.28,363
PROD00301,Baby Socks,Kids - Baby Clothing,FootMate,5776.06,11
PROD00302,Canvas Shoes,Men Footwear - Casual Shoes,WellnessHub,5487.06,287
PROD00303,Moisturizer,Beauty & Personal Care - Skincare,FootMate,9011.95,358
PROD00304,Face Wash,Beauty & Personal Care - Skincare,SmartFit,1755.66,352
PROD00305,Loafers,Men Footwear - Casual Shoes,Beautique,1436.53,9
PROD00306,Hiking Backpack,Sports - Outdoor Gear,UrbanChic,1290.4,284
PROD00307,LED Lamp,Home Decor - Lighting,PlayfulKids,182.28,243
PROD00308,Plush Toys,Kids - Toys,ComfyHome,5728.49,382
PROD00309,Baby Romper,Kids - Baby Clothing,HealthWise,1706.79,11
PROD00310,Tabletop Holder,All Mobile & Accessories - Mobile Holders,ShinyStyle,4389.27,423
PROD00311,Sleeping Bag,Sports - Outdoor Gear,SportEdge,9085.77,481
PROD00312,Moisturizer,Beauty & Personal Care - Skincare,ShinyStyle,6645.48,494
PROD00313,Baby Pajamas,Kids - Baby Clothing,FreshGlow,8611.0,389
PROD00314,A-Line Kurti,Women Fashion - Kurtis,LuxuryLine,4600.59,210
PROD00315,Electric Kettle,Home - Kitchen Appliances,PlayfulKids,352.81,487
PROD00316,Multivitamin,Health & Wellness - Supplements,PowerSport,8629.49,65
PROD00317,Derby Shoes,Men Footwear - Formal Shoes,ComfyHome,8930.42,375
PROD00318,Office Chair,Home Decor - Furniture,ToyLand,5410.35,364
PROD00319,Robot Vacuum,Home - Vacuum Cleaners,FashionFusion,723.88,123
PROD00320,Moisturizer,Beauty & Personal Care - Skincare,LuxuryLine,5714.58,314
PROD00321,Digital Watch,Men Accessories - Watches,HomeEase,6202.81,161
PROD00322,Magnetic Holder,All Mobile & Accessories - Mobile Holders,PowerSport,2223.28,40
PROD00323,Bookshelf,Home Decor - Furniture,FootMate,1036.9,328
PROD00324,Hiking Backpack,Sports - Outdoor Gear,WellnessHub,8649.25,374
PROD00325,Lipstick,Beauty & Personal Care - Makeup,ComfyHome,1214.08,66
PROD00326,Baby Romper,Kids - Baby Clothing,FreshGlow,598.76,334
PROD00327,Georgette Saree,Women Fashion - Sarees,Meesho Originals,526.87,58
PROD00328,Luxury Watch,Men Accessories - Watches,FootMate,7178.42,437
PROD00329,Leather Handbag,Women Accessories - Handbags,HealthWise,6710.57,458
PROD00330,Car Mount Holder,All Mobile & Accessories - Mobile Holders,MobileGear,4923.4,59
PROD00331,Budget Smartwatch,All Mobile & Accessories - Smartwatches,ElegantChoice,7994.33,414
PROD00332,Wooden Table,Home Decor - Furniture,SmartFit,7865.62,486
PROD00333,Chiffon Saree,Women Fashion - Sarees,HealthWise,960.33,2
PROD00334,Tote Bag,Women Accessories - Handbags,TechZen,3359.65,59
PROD00335,Blender,Home - Kitchen Appliances,LuxuryLine,168.95,315
PROD00336,Anarkali Kurti,Women Fashion - Kurtis,PlayfulKids,3000.93,498
PROD00337,Analog Watch,Men Accessories - Watches,SmartFit,1765.32,349
